User ID,User Age,User Gender,User Income,Starting Place,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities,Starting Destination
9574,32,Male,134432,Canada,Paris,2050-03-18,2,Business,Train,Airbnb,7320,2574,4746,3,Emirates,Adventure Sports,India
9575,43,Other,112329,Canada,Sydney,2050-03-19,9,Leisure,Plane,Hostel,7356,4120,3236,3,Emirates,Adventure Sports,India
9576,56,Female,119589,Australia,Tokyo,2050-03-20,10,Leisure,Bus,Hotel,4826,2358,2468,3,Emirates,Relaxation,India
9577,55,Other,68868,UK,Tokyo,2050-03-21,3,Business,Car,Resort,9499,3962,5537,1,United,Adventure Sports,India
9578,25,Male,67177,India,Rio de Janeiro,2050-03-22,12,Leisure,Car,Airbnb,2364,1108,1256,2,Emirates,Cultural Exploration,India
9579,39,Female,99707,USA,Tokyo,2050-03-23,5,Family Visit,Train,Hostel,8815,4567,4248,5,Emirates,Relaxation,India
9580,24,Other,115902,Australia,Rio de Janeiro,2050-03-24,13,Leisure,Car,Hostel,2298,1273,1025,3,Delta,Sightseeing,India
9581,57,Male,50441,Canada,Rio de Janeiro,2050-03-25,11,Business,Bus,Resort,6116,3589,2527,4,Emirates,Relaxation,India
9582,44,Male,120601,Canada,Tokyo,2050-03-26,4,Business,Train,Airbnb,7427,3214,4213,3,Delta,Adventure Sports,India
9583,31,Other,37588,India,Rio de Janeiro,2050-03-27,16,Leisure,Train,Hotel,9700,4468,5232,3,United,Sightseeing,India
9584,53,Male,83925,USA,Paris,2050-03-28,4,Business,Train,Resort,4408,1787,2621,1,Lufthansa,Adventure Sports,India
9585,54,Female,56649,UK,Sydney,2050-03-29,12,Family Visit,Train,Hotel,5860,3247,2613,3,Emirates,Adventure Sports,India
9586,33,Male,101074,Australia,Rio de Janeiro,2050-03-30,16,Family Visit,Plane,Resort,6246,3201,3045,5,Qatar,Cultural Exploration,India
9587,30,Other,27024,USA,Sydney,2050-03-31,3,Business,Car,Hotel,2635,1436,1199,1,Qatar,Relaxation,India
9588,39,Other,64067,India,Sydney,2050-04-01,1,Leisure,Train,Hotel,7593,3426,4167,1,Emirates,Cultural Exploration,India
9589,39,Male,133389,Canada,New York,2050-04-02,18,Family Visit,Bus,Hotel,3876,1735,2141,5,Delta,Relaxation,India
9590,59,Other,25146,India,Paris,2050-04-03,4,Leisure,Plane,Hostel,9261,4338,4923,2,Lufthansa,Relaxation,India
9591,52,Other,34203,India,Cape Town,2050-04-04,20,Leisure,Car,Airbnb,4149,1933,2216,3,Qatar,Adventure Sports,India
9592,50,Female,50051,USA,Tokyo,2050-04-05,3,Business,Bus,Hotel,2651,1224,1427,5,Lufthansa,Relaxation,India
9593,61,Other,74414,Canada,Paris,2050-04-06,3,Family Visit,Bus,Resort,9513,3926,5587,3,United,Sightseeing,India
9594,24,Other,132602,Canada,Paris,2050-04-07,3,Family Visit,Plane,Hostel,5337,2883,2454,5,United,Adventure Sports,India
9595,61,Female,49037,India,Sydney,2050-04-08,5,Family Visit,Bus,Hostel,2994,1767,1227,1,Emirates,Relaxation,India
9596,49,Male,61197,UK,Cape Town,2050-04-09,11,Family Visit,Plane,Resort,8043,2535,5508,1,Lufthansa,Cultural Exploration,India
9597,56,Other,87896,USA,Cape Town,2050-04-10,17,Leisure,Train,Hostel,7531,3343,4188,3,Delta,Adventure Sports,India
9598,18,Other,42111,Australia,New York,2050-04-11,7,Leisure,Bus,Airbnb,2274,1263,1011,4,United,Cultural Exploration,India
9599,18,Male,71400,India,Cape Town,2050-04-12,12,Leisure,Car,Hotel,5745,2915,2830,4,Emirates,Relaxation,India
9600,47,Female,110686,UK,Tokyo,2050-04-13,12,Family Visit,Train,Airbnb,2004,766,1238,3,Emirates,Relaxation,India
9601,46,Male,101565,UK,Rio de Janeiro,2050-04-14,17,Leisure,Train,Hotel,6994,2309,4685,1,United,Cultural Exploration,India
9602,62,Other,88881,Australia,Cape Town,2050-04-15,11,Family Visit,Train,Airbnb,6829,4090,2739,1,United,Adventure Sports,India
9603,68,Female,53361,USA,Tokyo,2050-04-16,4,Business,Car,Hostel,3096,1162,1934,1,United,Adventure Sports,India
9604,60,Other,139029,India,Cape Town,2050-04-17,14,Business,Car,Resort,1571,842,729,2,United,Sightseeing,India
9605,55,Male,102110,India,New York,2050-04-18,19,Family Visit,Bus,Resort,798,473,325,2,Lufthansa,Cultural Exploration,India
9606,37,Other,93468,India,Paris,2050-04-19,3,Business,Car,Hostel,8971,3891,5080,4,Emirates,Sightseeing,India
9607,35,Other,141659,Canada,Rio de Janeiro,2050-04-20,17,Family Visit,Bus,Hotel,9355,3314,6041,4,Delta,Adventure Sports,India
9608,55,Other,116216,UK,Sydney,2050-04-21,9,Leisure,Plane,Hostel,9511,3160,6351,5,Qatar,Cultural Exploration,India
9609,21,Female,147646,UK,Paris,2050-04-22,13,Family Visit,Plane,Hotel,1714,606,1108,5,Emirates,Cultural Exploration,India
9610,30,Other,123659,USA,Cape Town,2050-04-23,12,Business,Bus,Airbnb,7112,2576,4536,5,Delta,Adventure Sports,India
9611,56,Other,82446,USA,Rio de Janeiro,2050-04-24,6,Leisure,Car,Hostel,3167,1322,1845,4,Delta,Cultural Exploration,India
9612,44,Female,56267,India,Sydney,2050-04-25,2,Business,Bus,Airbnb,2202,1020,1182,5,United,Cultural Exploration,India
9613,66,Female,133798,India,New York,2050-04-26,8,Family Visit,Car,Hostel,6197,3641,2556,1,Qatar,Adventure Sports,India
9614,19,Male,59400,Canada,New York,2050-04-27,18,Leisure,Train,Hostel,8413,4902,3511,5,Qatar,Cultural Exploration,India
9615,38,Female,39831,USA,Sydney,2050-04-28,8,Business,Train,Hotel,2712,1323,1389,5,Lufthansa,Adventure Sports,India
9616,67,Other,24375,Canada,New York,2050-04-29,8,Leisure,Bus,Airbnb,2659,1004,1655,4,United,Relaxation,India
9617,24,Male,94753,India,Rio de Janeiro,2050-04-30,15,Family Visit,Train,Hostel,1818,997,821,5,United,Cultural Exploration,India
9618,59,Male,62585,Canada,Sydney,2050-05-01,16,Business,Car,Hotel,9995,4917,5078,5,Lufthansa,Cultural Exploration,India
9619,57,Other,95033,India,Rio de Janeiro,2050-05-02,2,Business,Car,Airbnb,6399,2763,3636,5,Emirates,Cultural Exploration,India
9620,22,Male,103475,Australia,Cape Town,2050-05-03,3,Business,Train,Airbnb,4038,1534,2504,3,Qatar,Adventure Sports,India
9621,61,Female,99983,Australia,Rio de Janeiro,2050-05-04,9,Business,Car,Resort,7002,2225,4777,5,United,Adventure Sports,India
9622,57,Female,78201,UK,Paris,2050-05-05,19,Business,Plane,Airbnb,7465,3319,4146,3,Delta,Adventure Sports,India
9623,62,Other,30615,India,Tokyo,2050-05-06,4,Family Visit,Train,Resort,8316,4969,3347,2,Delta,Relaxation,India
9624,29,Female,98757,India,Paris,2050-05-07,16,Leisure,Train,Airbnb,3609,1501,2108,1,Emirates,Relaxation,India
9625,65,Female,101375,USA,New York,2050-05-08,3,Business,Plane,Resort,6876,2092,4784,4,Lufthansa,Relaxation,India
9626,43,Male,23742,Australia,Rio de Janeiro,2050-05-09,4,Leisure,Plane,Hostel,4003,1416,2587,2,Lufthansa,Relaxation,India
9627,39,Female,36666,India,Rio de Janeiro,2050-05-10,6,Family Visit,Plane,Hostel,8928,5309,3619,1,Delta,Cultural Exploration,India
9628,62,Male,107846,Canada,Tokyo,2050-05-11,12,Leisure,Plane,Hotel,1439,740,699,1,Qatar,Adventure Sports,India
9629,44,Female,142866,Canada,New York,2050-05-12,5,Business,Car,Hotel,6371,2399,3972,4,Qatar,Adventure Sports,India
9630,55,Other,79161,Canada,Paris,2050-05-13,8,Leisure,Car,Airbnb,651,282,369,4,Delta,Cultural Exploration,India
9631,27,Female,138038,Canada,New York,2050-05-14,17,Family Visit,Plane,Hotel,7104,3781,3323,5,Qatar,Adventure Sports,India
9632,53,Other,106158,UK,Rio de Janeiro,2050-05-15,2,Family Visit,Car,Hotel,3631,1272,2359,5,Qatar,Cultural Exploration,India
9633,48,Female,21186,UK,New York,2050-05-16,19,Leisure,Train,Hotel,4958,2457,2501,3,Emirates,Adventure Sports,India
9634,20,Other,90349,USA,Tokyo,2050-05-17,15,Leisure,Car,Resort,3400,1186,2214,1,Lufthansa,Adventure Sports,India
9635,44,Male,113363,UK,Paris,2050-05-18,16,Family Visit,Bus,Resort,7995,2710,5285,5,Qatar,Relaxation,India
9636,49,Male,84665,Canada,New York,2050-05-19,14,Family Visit,Plane,Hostel,868,355,513,4,Emirates,Sightseeing,India
9637,59,Other,89214,India,Tokyo,2050-05-20,16,Family Visit,Bus,Resort,1965,865,1100,5,Delta,Cultural Exploration,India
9638,59,Female,133955,India,Sydney,2050-05-21,8,Business,Car,Airbnb,8361,4298,4063,3,United,Relaxation,India
9639,65,Female,28878,USA,New York,2050-05-22,20,Family Visit,Train,Airbnb,9035,5146,3889,2,Delta,Sightseeing,India
9640,46,Female,40502,Canada,Tokyo,2050-05-23,4,Family Visit,Car,Resort,3321,1354,1967,5,Lufthansa,Cultural Exploration,India
9641,25,Male,60713,Australia,Cape Town,2050-05-24,1,Family Visit,Plane,Hostel,715,309,406,1,Qatar,Sightseeing,India
9642,49,Other,129424,UK,Paris,2050-05-25,14,Leisure,Train,Hostel,7155,2640,4515,5,Qatar,Adventure Sports,India
9643,20,Other,131358,Canada,Tokyo,2050-05-26,5,Business,Train,Airbnb,2873,1111,1762,4,Emirates,Relaxation,India
9644,31,Other,50579,UK,Tokyo,2050-05-27,15,Family Visit,Bus,Airbnb,1599,517,1082,1,United,Relaxation,India
9645,53,Other,118993,Australia,Rio de Janeiro,2050-05-28,10,Family Visit,Bus,Resort,8470,4352,4118,5,Emirates,Relaxation,India
9646,22,Other,97423,India,Tokyo,2050-05-29,13,Leisure,Car,Hostel,2294,1196,1098,3,Lufthansa,Relaxation,India
9647,60,Other,101272,Australia,Tokyo,2050-05-30,8,Family Visit,Car,Hostel,8712,3370,5342,5,United,Cultural Exploration,India
9648,64,Female,81371,UK,Rio de Janeiro,2050-05-31,1,Business,Bus,Resort,6450,3516,2934,1,Emirates,Adventure Sports,India
9649,48,Other,124084,USA,New York,2050-06-01,13,Family Visit,Plane,Airbnb,6922,2558,4364,1,Lufthansa,Cultural Exploration,India
9650,66,Male,99907,Canada,Sydney,2050-06-02,7,Leisure,Car,Hostel,2866,1041,1825,3,Emirates,Relaxation,India
9651,37,Male,86179,Australia,Cape Town,2050-06-03,1,Leisure,Train,Resort,7182,3363,3819,3,United,Cultural Exploration,India
9652,47,Male,94916,Australia,Paris,2050-06-04,16,Business,Plane,Hostel,6247,3081,3166,5,Delta,Sightseeing,India
9653,48,Male,107235,UK,Cape Town,2050-06-05,17,Leisure,Plane,Hostel,1683,812,871,5,Delta,Cultural Exploration,India
9654,29,Female,54210,India,Tokyo,2050-06-06,20,Family Visit,Car,Resort,8664,4605,4059,2,United,Sightseeing,India
9655,19,Other,104909,Canada,Tokyo,2050-06-07,4,Leisure,Car,Hostel,1307,624,683,5,Qatar,Sightseeing,India
9656,38,Female,31918,Australia,Tokyo,2050-06-08,16,Business,Bus,Resort,7014,2746,4268,4,Delta,Cultural Exploration,India
9657,26,Male,70786,USA,Paris,2050-06-09,18,Family Visit,Bus,Hotel,6528,3548,2980,4,Qatar,Cultural Exploration,India
9658,66,Male,61562,India,Cape Town,2050-06-10,6,Family Visit,Plane,Hostel,5878,3025,2853,5,Delta,Sightseeing,India
9659,19,Male,30343,UK,Sydney,2050-06-11,1,Business,Bus,Airbnb,5046,2283,2763,1,Delta,Sightseeing,India
9660,67,Male,54256,USA,Cape Town,2050-06-12,17,Business,Bus,Hotel,7952,2839,5113,4,Qatar,Relaxation,India
9661,63,Female,115247,Canada,New York,2050-06-13,9,Family Visit,Train,Resort,1292,510,782,5,Delta,Cultural Exploration,India
9662,68,Other,132227,UK,Tokyo,2050-06-14,11,Family Visit,Bus,Resort,6734,2023,4711,1,Lufthansa,Adventure Sports,India
9663,34,Male,66001,Australia,Rio de Janeiro,2050-06-15,20,Business,Bus,Hostel,6837,2166,4671,2,Delta,Relaxation,India
9664,57,Male,79797,India,Paris,2050-06-16,7,Family Visit,Plane,Resort,9514,4935,4579,2,United,Adventure Sports,India
9665,19,Male,59754,Canada,Paris,2050-06-17,12,Family Visit,Plane,Hotel,6013,2021,3992,3,Qatar,Sightseeing,India
9666,49,Male,64850,UK,Tokyo,2050-06-18,14,Leisure,Car,Hotel,5274,2399,2875,2,Qatar,Cultural Exploration,India
9667,49,Male,20291,Canada,Tokyo,2050-06-19,10,Family Visit,Train,Hotel,7587,3895,3692,5,Delta,Sightseeing,India
9668,37,Male,102214,India,Sydney,2050-06-20,3,Business,Car,Hostel,3450,1270,2180,3,Qatar,Cultural Exploration,India
9669,69,Other,104346,India,Paris,2050-06-21,16,Family Visit,Plane,Hostel,2008,660,1348,2,Qatar,Cultural Exploration,India
9670,42,Female,137859,USA,Cape Town,2050-06-22,19,Leisure,Bus,Airbnb,8323,3917,4406,5,Lufthansa,Relaxation,India
9671,57,Female,69187,India,Paris,2050-06-23,17,Business,Car,Resort,2097,1042,1055,4,Delta,Adventure Sports,India
9672,22,Female,121207,USA,Cape Town,2050-06-24,16,Leisure,Bus,Hotel,8884,3825,5059,1,Lufthansa,Adventure Sports,India
9673,22,Female,93000,India,Cape Town,2050-06-25,11,Leisure,Car,Airbnb,5462,3214,2248,1,Lufthansa,Sightseeing,India
9674,56,Female,40453,UK,Rio de Janeiro,2050-06-26,18,Leisure,Plane,Airbnb,5912,3335,2577,3,Qatar,Cultural Exploration,India
9675,48,Female,74929,USA,Cape Town,2050-06-27,11,Leisure,Train,Resort,9011,4929,4082,1,Delta,Adventure Sports,India
9676,48,Female,83229,India,New York,2050-06-28,18,Leisure,Car,Resort,3938,1257,2681,4,Qatar,Cultural Exploration,India
9677,68,Other,27212,UK,Sydney,2050-06-29,15,Leisure,Train,Hostel,5105,1845,3260,4,Lufthansa,Cultural Exploration,India
9678,64,Male,64527,Canada,Sydney,2050-06-30,1,Leisure,Bus,Resort,5661,2917,2744,4,United,Adventure Sports,India
9679,31,Female,85504,Australia,Rio de Janeiro,2050-07-01,18,Family Visit,Train,Airbnb,5465,3271,2194,2,United,Cultural Exploration,India
9680,24,Female,85907,UK,Cape Town,2050-07-02,20,Family Visit,Bus,Resort,2477,896,1581,3,United,Sightseeing,India
9681,22,Female,92587,India,Sydney,2050-07-03,18,Leisure,Train,Hotel,7334,3530,3804,4,Qatar,Relaxation,India
9682,36,Male,93503,USA,Sydney,2050-07-04,9,Family Visit,Train,Hostel,1845,767,1078,1,Qatar,Cultural Exploration,India
9683,34,Female,28262,USA,Tokyo,2050-07-05,4,Leisure,Car,Hostel,9025,3769,5256,1,Qatar,Sightseeing,India
9684,18,Female,51323,Australia,New York,2050-07-06,18,Business,Car,Airbnb,8653,4045,4608,1,Delta,Adventure Sports,India
9685,52,Other,70922,USA,Tokyo,2050-07-07,13,Business,Plane,Airbnb,1465,871,594,4,Delta,Sightseeing,India
9686,56,Other,21626,Australia,Rio de Janeiro,2050-07-08,2,Leisure,Train,Airbnb,8416,2964,5452,1,Qatar,Cultural Exploration,India
9687,54,Female,114265,Australia,Cape Town,2050-07-09,5,Leisure,Car,Hotel,8600,5112,3488,4,Qatar,Adventure Sports,India
9688,66,Male,101973,USA,Paris,2050-07-10,17,Family Visit,Car,Airbnb,8682,4281,4401,2,Delta,Cultural Exploration,India
9689,21,Male,28325,USA,Tokyo,2050-07-11,8,Business,Plane,Resort,2933,1019,1914,1,United,Cultural Exploration,India
9690,50,Other,118381,UK,Tokyo,2050-07-12,20,Business,Train,Resort,3346,1023,2323,2,United,Cultural Exploration,India
9691,31,Male,128741,Canada,Sydney,2050-07-13,17,Leisure,Train,Hotel,1909,681,1228,1,Qatar,Relaxation,India
9692,38,Male,22524,Australia,Tokyo,2050-07-14,3,Family Visit,Car,Airbnb,1854,974,880,4,Lufthansa,Cultural Exploration,India
9693,35,Other,34174,Australia,Sydney,2050-07-15,15,Business,Plane,Hotel,4538,2357,2181,1,Delta,Relaxation,India
9694,39,Male,54878,Canada,Rio de Janeiro,2050-07-16,18,Leisure,Car,Resort,8723,3981,4742,1,United,Cultural Exploration,India
9695,30,Other,55838,UK,Sydney,2050-07-17,17,Leisure,Plane,Hotel,7365,2872,4493,1,Emirates,Adventure Sports,India
9696,45,Other,39471,USA,Tokyo,2050-07-18,14,Family Visit,Bus,Airbnb,2487,1143,1344,4,Qatar,Relaxation,India
9697,22,Male,137707,UK,Tokyo,2050-07-19,16,Family Visit,Car,Hotel,6900,2296,4604,3,Qatar,Sightseeing,India
9698,23,Female,78087,India,Sydney,2050-07-20,5,Business,Plane,Resort,4473,2061,2412,2,Emirates,Cultural Exploration,India
9699,33,Female,114768,Australia,Paris,2050-07-21,11,Family Visit,Train,Airbnb,778,390,388,3,Delta,Adventure Sports,India
9700,55,Female,140849,India,New York,2050-07-22,11,Family Visit,Plane,Hostel,6720,2161,4559,3,Delta,Cultural Exploration,India
9701,48,Other,29022,UK,Sydney,2050-07-23,19,Leisure,Train,Airbnb,4405,1814,2591,5,Qatar,Relaxation,India
9702,24,Other,141779,USA,Cape Town,2050-07-24,9,Family Visit,Plane,Hotel,7877,2895,4982,3,United,Cultural Exploration,India
9703,46,Other,32950,Canada,Tokyo,2050-07-25,12,Business,Car,Resort,7641,2925,4716,1,Qatar,Adventure Sports,India
9704,44,Male,31919,Australia,Rio de Janeiro,2050-07-26,15,Business,Bus,Airbnb,9414,3857,5557,2,Emirates,Relaxation,India
9705,29,Female,135697,India,Rio de Janeiro,2050-07-27,11,Family Visit,Plane,Airbnb,2725,1174,1551,4,Delta,Relaxation,India
9706,52,Male,23670,Australia,Sydney,2050-07-28,5,Leisure,Plane,Hotel,9688,5795,3893,2,United,Relaxation,India
9707,66,Other,104676,UK,Rio de Janeiro,2050-07-29,18,Leisure,Train,Resort,7413,2469,4944,1,Emirates,Sightseeing,India
9708,60,Female,144961,UK,Tokyo,2050-07-30,15,Family Visit,Train,Hotel,6476,3304,3172,3,Qatar,Relaxation,India
9709,55,Male,61431,Canada,Tokyo,2050-07-31,14,Business,Car,Airbnb,3474,1500,1974,1,Qatar,Adventure Sports,India
9710,63,Male,64739,UK,Tokyo,2050-08-01,8,Family Visit,Car,Resort,1316,745,571,3,United,Cultural Exploration,India
9711,51,Female,87674,UK,New York,2050-08-02,10,Family Visit,Car,Airbnb,5909,3047,2862,4,Delta,Sightseeing,India
9712,25,Female,41131,Canada,Rio de Janeiro,2050-08-03,9,Business,Plane,Resort,9853,4723,5130,5,Qatar,Sightseeing,India
9713,63,Male,140487,UK,Paris,2050-08-04,9,Family Visit,Plane,Hotel,5114,1626,3488,2,Lufthansa,Relaxation,India
9714,44,Other,134159,USA,Tokyo,2050-08-05,19,Leisure,Car,Resort,9600,5251,4349,5,United,Cultural Exploration,India
9715,59,Other,108235,Australia,Tokyo,2050-08-06,9,Family Visit,Train,Airbnb,3374,1395,1979,1,Emirates,Adventure Sports,India
9716,35,Other,63258,USA,New York,2050-08-07,17,Family Visit,Car,Airbnb,2906,1123,1783,2,Emirates,Relaxation,India
9717,21,Female,25867,USA,New York,2050-08-08,6,Leisure,Train,Hotel,9684,4918,4766,4,Lufthansa,Cultural Exploration,India
9718,53,Male,131560,UK,Sydney,2050-08-09,17,Business,Plane,Resort,2497,1495,1002,4,Emirates,Adventure Sports,India
9719,19,Female,86727,India,Tokyo,2050-08-10,18,Business,Car,Resort,6011,3167,2844,4,United,Adventure Sports,India
9720,63,Other,33535,India,Rio de Janeiro,2050-08-11,1,Leisure,Bus,Airbnb,6065,3378,2687,4,Qatar,Relaxation,India
9721,41,Male,108136,UK,New York,2050-08-12,2,Business,Car,Airbnb,6360,2826,3534,1,Qatar,Sightseeing,India
9722,54,Male,28259,India,Paris,2050-08-13,11,Leisure,Plane,Hotel,8817,3273,5544,2,Qatar,Relaxation,India
9723,30,Other,57368,UK,Cape Town,2050-08-14,11,Family Visit,Car,Hotel,1232,388,844,2,United,Adventure Sports,India
9724,33,Other,110411,India,Rio de Janeiro,2050-08-15,10,Business,Plane,Resort,3384,1963,1421,4,Qatar,Sightseeing,India
9725,41,Female,61477,Canada,Tokyo,2050-08-16,11,Business,Bus,Resort,3618,1788,1830,3,Lufthansa,Sightseeing,India
9726,43,Male,59921,Australia,Tokyo,2050-08-17,10,Family Visit,Bus,Hostel,5876,1819,4057,5,Delta,Relaxation,India
9727,32,Male,126246,UK,Tokyo,2050-08-18,14,Family Visit,Car,Resort,8597,5003,3594,1,Qatar,Sightseeing,India
9728,54,Male,58419,USA,Cape Town,2050-08-19,19,Leisure,Bus,Hostel,7549,2463,5086,1,Qatar,Adventure Sports,India
9729,62,Male,65699,Canada,Paris,2050-08-20,13,Leisure,Plane,Resort,5099,1666,3433,4,Delta,Sightseeing,India
9730,31,Other,99618,UK,Cape Town,2050-08-21,11,Business,Car,Hotel,2690,996,1694,1,United,Adventure Sports,India
9731,51,Other,136122,USA,New York,2050-08-22,20,Family Visit,Plane,Hostel,1678,946,732,5,Lufthansa,Cultural Exploration,India
9732,28,Female,21874,USA,Tokyo,2050-08-23,12,Leisure,Train,Hotel,2760,1428,1332,5,Qatar,Sightseeing,India
9733,60,Male,63343,Australia,New York,2050-08-24,8,Family Visit,Plane,Hostel,4754,2224,2530,2,Emirates,Cultural Exploration,India
9734,18,Other,36736,Australia,Cape Town,2050-08-25,19,Business,Plane,Airbnb,9131,3724,5407,4,Qatar,Relaxation,India
9735,42,Other,81666,Australia,Rio de Janeiro,2050-08-26,11,Family Visit,Train,Resort,9283,4627,4656,3,Lufthansa,Sightseeing,India
9736,60,Female,149338,USA,Tokyo,2050-08-27,12,Leisure,Bus,Hotel,8477,4098,4379,1,Delta,Cultural Exploration,India
9737,32,Male,75451,UK,Sydney,2050-08-28,8,Family Visit,Plane,Resort,1901,1010,891,1,United,Cultural Exploration,India
9738,64,Other,131346,India,Tokyo,2050-08-29,16,Business,Plane,Resort,2464,1241,1223,2,Delta,Cultural Exploration,India
9739,32,Male,56265,UK,New York,2050-08-30,20,Leisure,Train,Resort,1650,819,831,5,Qatar,Sightseeing,India
9740,49,Other,59770,UK,Tokyo,2050-08-31,12,Family Visit,Car,Hostel,6866,2962,3904,3,Lufthansa,Adventure Sports,India
9741,48,Female,68600,Canada,Rio de Janeiro,2050-09-01,13,Family Visit,Train,Hostel,4924,1633,3291,1,United,Cultural Exploration,India
9742,34,Male,123589,UK,Cape Town,2050-09-02,5,Family Visit,Car,Airbnb,9843,5118,4725,2,Lufthansa,Adventure Sports,India
9743,38,Other,56246,India,Sydney,2050-09-03,4,Family Visit,Train,Hostel,5552,2039,3513,4,Lufthansa,Sightseeing,India
9744,50,Other,33293,India,Tokyo,2050-09-04,15,Business,Bus,Resort,7494,3564,3930,4,Lufthansa,Sightseeing,India
9745,43,Male,38934,UK,Cape Town,2050-09-05,12,Leisure,Car,Hostel,4718,2403,2315,1,Emirates,Relaxation,India
9746,30,Other,144038,UK,Cape Town,2050-09-06,15,Business,Train,Hostel,4876,1516,3360,1,United,Sightseeing,India
9747,65,Male,71401,Australia,Sydney,2050-09-07,11,Business,Plane,Hostel,3077,1031,2046,5,Emirates,Sightseeing,India
9748,22,Female,127349,USA,Tokyo,2050-09-08,7,Family Visit,Plane,Hotel,8577,4144,4433,3,Qatar,Sightseeing,India
9749,52,Male,98249,UK,Cape Town,2050-09-09,19,Family Visit,Car,Resort,6385,2000,4385,2,Lufthansa,Cultural Exploration,India
9750,64,Male,70516,USA,Sydney,2050-09-10,8,Business,Bus,Airbnb,6268,3489,2779,3,Emirates,Adventure Sports,India
9751,18,Male,126645,Canada,Paris,2050-09-11,2,Business,Train,Hotel,7701,3525,4176,3,Qatar,Adventure Sports,India
9752,63,Female,141124,India,Rio de Janeiro,2050-09-12,14,Business,Plane,Hotel,1203,657,546,5,Qatar,Sightseeing,India
9753,30,Male,65474,India,New York,2050-09-13,15,Business,Train,Airbnb,5560,2083,3477,1,Delta,Adventure Sports,India
9754,32,Male,122031,India,Tokyo,2050-09-14,18,Family Visit,Train,Airbnb,5917,1937,3980,1,Emirates,Relaxation,India
9755,37,Male,80430,UK,Cape Town,2050-09-15,2,Leisure,Bus,Resort,6505,3676,2829,3,Qatar,Adventure Sports,India
